sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0009494972913085933	0.0009421594594141518	0.0001985015281993035
sample	AV.1	0.14240558995991506	0.14244421150598835	0.0017518611364277735
sample	Alpha_B.1.1.7	0.032138450906627494	0.032408030147276515	0.0019206521347555458
sample	B.1	4.6707569256240326e-07	4.739356040652203e-07	2.0278143442293933e-07
sample	B.1.1	0.36884894097357174	0.3690044429714138	0.00407870456606555
sample	B.1.1.318	0.0015770274848645402	0.0015395061942575197	0.0002608487068324751
sample	B.1.177	0.0003186379957386412	0.0002863824265763733	0.0001986577495161536
sample	B.1.617.3	0.022039434368114574	0.022074416855234973	0.000842969386816949
sample	B.1.621	0.00947229381949962	0.009457757053437415	0.0007061029676562234
sample	B.1.623	0.0017301704253039859	0.0017306901545491144	0.000519097545678586
sample	Beta_B.1.351	0.08243559029670007	0.08198338954124736	0.001992377796309833
sample	Delta_B.1.617.2	0.0773759268451103	0.07724123934111277	0.001560927721207819
sample	Epsilon_B.1.427_429	2.2783848695774488e-05	2.246043256306006e-05	2.1157285704213703e-05
sample	Eta_B.1.525	0.04917825235927874	0.049141636510749695	0.0013701612793139343
sample	Gamma_P.1	0.05924534831124849	0.05942577085900053	0.001858200520835637
sample	Iota_B.1.526	0.0003186282237505906	0.0002990649220706506	0.00020376110503949027
sample	Kappa_B.1.617.1	4.53717184927057e-05	8.34349675071838e-05	8.996767288720479e-05
sample	Lambda_C.37	0.14971094985998387	0.14973574913154558	0.0021657615711396265
sample	Theta_P.3	0.0014936121251757912	0.0014805562435562941	0.00038820019426905153
sample	Zeta_P.2	0.0006916288143944626	0.0006974107413940975	0.00023485083608176555
