sample	variant_group	proportion	mean	std_error
sample	A.23.1	0	0.0	0.0
sample	AV.1	0.03455258931057633	0.03480257818536845	0.004001565348167391
sample	Alpha_B.1.1.7	0.005714031782925433	0.005571978588334623	0.003177800181394478
sample	B.1	0	2.3158698317998907e-10	7.692165145839277e-10
sample	B.1.1	0.07216028172243791	0.07080950737345339	0.011860597256932141
sample	B.1.1.318	0.0010034446499094481	0.001037460180431924	0.0009949248433059347
sample	B.1.177	0.0030244899840045705	0.0025489396905704394	0.0019086791468713178
sample	B.1.617.3	0	0.0	0.0
sample	B.1.621	0.011698343895384709	0.012004620823605134	0.003459658561624268
sample	B.1.623	4.918449154328335e-09	9.575939252185579e-09	1.7824346849436237e-08
sample	Beta_B.1.351	0.011906723182072374	0.01176477841449419	0.0041071326263222635
sample	Delta_B.1.617.2	0.8263488484692383	0.8277452629345164	0.009688328917786617
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.005523707013345237	0.005363001728204475	0.0020365702735924865
sample	Gamma_P.1	0.005854350277439855	0.005938538499246923	0.0027558603777829704
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.019972964825801697	0.01960294268077886	0.003930104412446947
sample	Theta_P.3	1.5215367355419828e-08	1.0358832607441429e-05	0.00010279623575524158
sample	Zeta_P.2	0.0015620236111250911	0.0018245334637866817	0.0017155562032015906
