sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.00033847149521859315	0.0003320609589809637	0.00011101385311681001
sample	AV.1	0.03936449554360668	0.03929911588390334	0.0011408146312387323
sample	Alpha_B.1.1.7	0.0031870976640587675	0.003212732261648187	0.0007511103166824284
sample	B.1	3.2608483903961865e-09	2.990971492002648e-08	5.52548305243932e-08
sample	B.1.1	0.0415462428874524	0.04143116364803582	0.0029411816185611448
sample	B.1.1.318	0.0006632488118789465	0.0006491861326515295	0.0001953267330219486
sample	B.1.177	0.0008288383765641161	0.0008530836931407185	0.0002494338429079354
sample	B.1.617.3	0.001409215561613959	0.0014284988927333664	0.0003447633421283236
sample	B.1.621	0.0026312277308289	0.0025930517452456303	0.0003726174125103315
sample	B.1.623	0.0021797673658883404	0.002113864616819827	0.0005610284811795108
sample	Beta_B.1.351	0.007170617547830957	0.007266301376914375	0.0006206729524573316
sample	Delta_B.1.617.2	0.7888599330757587	0.7888176468735082	0.002143314291567634
sample	Epsilon_B.1.427_429	0.0006893052450701085	0.0006771554159783233	0.0002822127021417353
sample	Eta_B.1.525	0.02427775281131167	0.024330114236827162	0.0008444627220988477
sample	Gamma_P.1	0.021067577436075718	0.021057854157245835	0.0009785371395645487
sample	Iota_B.1.526	0.0007261576877993703	0.0007602692551507481	0.0003206455355777197
sample	Kappa_B.1.617.1	0.001233026398084726	0.0013042385803323409	0.00043147449135042486
sample	Lambda_C.37	0.06061032159767634	0.06070684507613001	0.0013655763654688096
sample	Theta_P.3	0.0024273794342944115	0.002413282853662339	0.0006123418469096139
sample	Zeta_P.2	0.0007913903095861361	0.0007457534370767377	0.00023677652894501318
