sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0008934451241869579	0.000877313575555449	0.00014594224739710747
sample	AV.1	0.08045518587512995	0.08052830355524279	0.0016040074648948994
sample	Alpha_B.1.1.7	0.0015706016901783787	0.0015647956409770222	0.00029257235746064496
sample	B.1	2.48108284612728e-07	2.1434751630082073e-07	1.1745157130733232e-07
sample	B.1.1	0.23182872746739622	0.23131138566967177	0.004354359604209446
sample	B.1.1.318	0.0007190429692181084	0.0007036885028817752	0.00021422484834066397
sample	B.1.177	0.00044103628065775627	0.00045743851738845847	0.00026872457798156855
sample	B.1.617.3	0.0004251485410298166	0.0004249260112141305	0.00014467481191689335
sample	B.1.621	0.08854147165664611	0.08860002221581313	0.00159295248815878
sample	B.1.623	0.006194597912559512	0.006096068349174165	0.0017602807226902335
sample	Beta_B.1.351	0.034262408915403705	0.03457821259371713	0.001401501127644127
sample	Delta_B.1.617.2	0.39612739345827835	0.396336111845367	0.002936941866662045
sample	Epsilon_B.1.427_429	0.00013694585979590062	0.00016226507457949357	0.00017833017714967067
sample	Eta_B.1.525	0.0005200067423380531	0.0005128341431631419	0.00013021418720682927
sample	Gamma_P.1	0.04640718804944662	0.04636193816426096	0.0013889243625824176
sample	Iota_B.1.526	2.926248332002102e-05	6.345599338146668e-05	9.403831407142772e-05
sample	Kappa_B.1.617.1	0.0012393483071742812	0.0012262043161024446	0.00041935499862061766
sample	Lambda_C.37	0.10702864071217352	0.10704074104232093	0.0020729152358451796
sample	Theta_P.3	0.002277085263679678	0.002234828573864483	0.00047443048751836094
sample	Zeta_P.2	0.0009020461287566972	0.0009193921668503589	0.00033503283110170083
