"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.237637424520187	0	NA	2	31	0.0645161290322581
"AY.2"	"sample.freebayes.ann"	0.220547390425546	0.0928781258379257	0.087248322147651	2	29	0.0689655172413793
"AY.3"	"sample.freebayes.ann"	0.238261982836723	0	NA	2	30	0.0666666666666667
"AY.3.1"	"sample.freebayes.ann"	0.223370608909427	0	NA	2	32	0.0625
"B.1.1.7"	"sample.freebayes.ann"	0.106006158774203	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.101397195349238	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.0952361550600735	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0816309900514915	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.0902890743008517	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.297898402325357	0.821917808219178	0.821917808219178	3	21	0.142857142857143
"P.1"	"sample.freebayes.ann"	0.0845598200571594	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0926131362530794	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0845598200571594	0	NA	1	23	0.0434782608695652
