sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0008115927391327079	0.0008150879315620914	0.00018963833968642873
sample	AV.1	0.12145922047671343	0.12149198175127139	0.0017652422828606338
sample	Alpha_B.1.1.7	0.0156723596055687	0.015877907192114297	0.001577975577924412
sample	B.1	5.879764467557831e-08	1.5062703975151352e-07	1.6007814319478153e-07
sample	B.1.1	0.2880633904779634	0.28761380789482266	0.0041120703597277986
sample	B.1.1.318	0.00044499034150308295	0.0004305920688922084	0.00017930215314367593
sample	B.1.177	0.00039122213691703857	0.00039883809622689786	0.0001809982630767904
sample	B.1.617.3	0.00031399329050553406	0.00028532991724813266	0.0001640180463251686
sample	B.1.621	0.030056436222703143	0.02989154784060701	0.0014403803766685703
sample	B.1.623	0.0007326625869556362	0.000706711034424504	0.0003052341086801051
sample	Beta_B.1.351	0.03134369403969661	0.031411047792533	0.001308985223277567
sample	Delta_B.1.617.2	0.3545107068779426	0.35457002930764525	0.0027143473987409476
sample	Epsilon_B.1.427_429	0.0004240555343921162	0.0004479264858179942	0.0002043065955848482
sample	Eta_B.1.525	0.03366680207157999	0.03369194985513763	0.0010987449954990766
sample	Gamma_P.1	0.02956853412249508	0.02963532942620249	0.001182881557685498
sample	Iota_B.1.526	0.00036982209936701615	0.0003559165397993327	0.00021970221792535152
sample	Kappa_B.1.617.1	0.000645580552470203	0.000626443318869193	0.00021017812076547772
sample	Lambda_C.37	0.08958891898554844	0.08971044906155817	0.001904348988420092
sample	Theta_P.3	0.0010883420617360318	0.0011658278577002953	0.0003502443175644247
sample	Zeta_P.2	0.0008473714228669855	0.0008725739945003993	0.00026258976328605917
