sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.000694085219147993	0.0007016082731016681	0.00014722039010552025
sample	AV.1	0.14955190921923203	0.1494920287076821	0.001950501497557325
sample	Alpha_B.1.1.7	0.005905027909388412	0.00614746611683084	0.0009945147653103099
sample	B.1	8.953485133033458e-08	8.417119301272661e-08	6.602545908676698e-08
sample	B.1.1	0.3271899069124601	0.3270852011964714	0.004189165113755765
sample	B.1.1.318	0.0011406147950724938	0.0011226471077369043	0.0002315397054758372
sample	B.1.177	0.000593043272242175	0.0005458174894297277	0.00020160243333267072
sample	B.1.617.3	0.0005288844556219178	0.0004954301989794287	0.00015289611935993434
sample	B.1.621	0.009992396596369066	0.009881944274982138	0.0010776842197217395
sample	B.1.623	0.0027999373008203345	0.0027593543219914247	0.0006683139209135107
sample	Beta_B.1.351	0.033382945294120975	0.033622693419902865	0.0014104665523038125
sample	Delta_B.1.617.2	0.05868953504155195	0.05882173813185325	0.0013321228854232437
sample	Epsilon_B.1.427_429	0.0006079943856900781	0.0006347547260402178	0.0001737428325764327
sample	Eta_B.1.525	0.09011780281391701	0.08992409023468514	0.001568024040860436
sample	Gamma_P.1	0.08773686994958953	0.08776548045499713	0.001930412397854934
sample	Iota_B.1.526	2.0653240230138418e-05	0.0001220714555583614	0.00014933216911344982
sample	Kappa_B.1.617.1	0.0004961754644458294	0.00047721493698226765	0.0001676851890930901
sample	Lambda_C.37	0.22715886238689267	0.22701696075205507	0.0022609315056000287
sample	Theta_P.3	0.002477267001029895	0.0024736924575263428	0.0006883689525758258
sample	Zeta_P.2	0.0009162808981099613	0.0009102187836513689	0.00022552260697870382
