sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0008672541263408759	0.0008913900563710777	0.00017436579241229445
sample	AV.1	0.1712148327893549	0.17147926016252055	0.002090153687403265
sample	Alpha_B.1.1.7	0.02843303951342828	0.02877521753119418	0.0021736161935948643
sample	B.1	3.595468180062133e-07	6.337998758293931e-07	2.687025122207047e-07
sample	B.1.1	0.43618559611188473	0.43607838821480877	0.004257226583010095
sample	B.1.1.318	0.000714817298894045	0.0007148194203556063	0.00022254296673913137
sample	B.1.177	0.00016546706332522615	0.00011989146602521349	0.00013843194999783314
sample	B.1.617.3	2.9484480327816984e-05	2.617318282054403e-05	1.3727137084335087e-05
sample	B.1.621	0.04403926639470577	0.043763716870492464	0.0014524810456124479
sample	B.1.623	0.0007459406615163411	0.0007241860780258281	0.0002445552350727526
sample	Beta_B.1.351	0.04040252216770595	0.04051285972104323	0.0014413569152548966
sample	Delta_B.1.617.2	0.05787644018604196	0.0578467025763294	0.0014363219843359053
sample	Epsilon_B.1.427_429	0.00036155169343900847	0.0003387201829061555	0.00018687434324637283
sample	Eta_B.1.525	0.036339111762493076	0.03624681239418034	0.0012923978883381696
sample	Gamma_P.1	0.04178402534639894	0.04166787938094662	0.001585547749593753
sample	Iota_B.1.526	0.00019754040682643477	0.00013846950785223344	0.00014234095985598812
sample	Kappa_B.1.617.1	0.0003849663219754851	0.0003774243490567265	0.00014342106752220744
sample	Lambda_C.37	0.13823432613437409	0.13827509285515283	0.002105158913673979
sample	Theta_P.3	0.0013305796906153725	0.001353418867397933	0.0003626444903909394
sample	Zeta_P.2	0.0006912962237720665	0.0006662010506002385	0.00025354250205167556
