"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.383501821880961	0	NA	7	31	0.225806451612903
"AY.2"	"sample.freebayes.ann"	0.331253227350198	0.120098039215686	0.294117647058824	7	29	0.241379310344828
"AY.3"	"sample.freebayes.ann"	0.389467034125478	0	NA	7	30	0.233333333333333
"AY.3.1"	"sample.freebayes.ann"	0.365125344492636	0	NA	7	32	0.21875
"B.1.1.7"	"sample.freebayes.ann"	0.131818181818182	0	NA	3	22	0.136363636363636
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.126086956521739	0	NA	3	23	0.130434782608696
"B.1.351"	"sample.freebayes.ann"	0.116919191919192	0	NA	2	18	0.111111111111111
"B.1.351.2"	"sample.freebayes.ann"	0.10021645021645	0	NA	2	21	0.0952380952380952
"B.1.351.3"	"sample.freebayes.ann"	0.118388429752066	0	NA	2	22	0.0909090909090909
"B.1.617.2"	"sample.freebayes.ann"	0.449572086899276	1	1	8	21	0.380952380952381
"P.1"	"sample.freebayes.ann"	0.0826086956521739	0	NA	2	23	0.0869565217391304
"P.1.1"	"sample.freebayes.ann"	0.0904761904761905	0	NA	2	21	0.0952380952380952
"P.1.2"	"sample.freebayes.ann"	0.0826086956521739	0	NA	2	23	0.0869565217391304
