"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.428357174135163	0	NA	11	31	0.354838709677419
"AY.2"	"sample.freebayes.ann"	0.359650553413231	0.185515873015873	0.428571428571429	7	29	0.241379310344828
"AY.3"	"sample.freebayes.ann"	0.442635746606335	0	NA	11	30	0.366666666666667
"AY.3.1"	"sample.freebayes.ann"	0.414971012443439	0	NA	11	32	0.34375
"B.1.1.7"	"sample.freebayes.ann"	0.0991735537190083	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.0948616600790514	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.0656565656565657	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0562770562770563	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.068870523415978	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.445035193564605	0.4	0.4	7	21	0.333333333333333
"P.1"	"sample.freebayes.ann"	0.0513833992094862	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0562770562770563	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0513833992094862	0	NA	1	23	0.0434782608695652
