sample	variant_group	proportion	mean	std_error
sample	A.23.1	0	0.0	0.0
sample	AV.1	0.14021189302555004	0.13946756006904643	0.009320316734830341
sample	Alpha_B.1.1.7	0.038777792393785065	0.03870587527476009	0.010465469821081996
sample	B.1	0	0.0	0.0
sample	B.1.1	0.3650771617231106	0.362601843256498	0.019790615822330968
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0.002903345541825041	0.00292016871698641	0.0019455668666316015
sample	B.1.617.3	0.0006253881908901588	0.0007073813927756742	0.0006444079176088542
sample	B.1.621	0.02335776995533059	0.02356285953298463	0.0049673533683676965
sample	B.1.623	0.003050788005947997	0.0030223579852424083	0.002933197609572178
sample	Beta_B.1.351	0.06714997009534991	0.06766328638870149	0.008131900826929925
sample	Delta_B.1.617.2	0.09030923017506114	0.09105502466513726	0.007149071450672044
sample	Epsilon_B.1.427_429	0.0009902044081574158	0.0012733031297129153	0.0010048525041732672
sample	Eta_B.1.525	0.06741345527605422	0.06700573831374138	0.007518704839990989
sample	Gamma_P.1	0.09014642544005749	0.09063159085552515	0.00855883301296795
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.10725768263609936	0.10865665679197642	0.008849970484329967
sample	Theta_P.3	0.002728918541404871	0.0027263808419545686	0.002468646278048053
sample	Zeta_P.2	0	0.0	0.0
