sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0004484845375321782	0.000418588204086805	0.00011739550219042723
sample	AV.1	0.001389350327642306	0.00138503586056212	0.00018928617289845487
sample	Alpha_B.1.1.7	0.00045301401453323015	0.00046287609948849934	0.00010891955061474774
sample	B.1	0	4.7565215673942264e-07	8.644370809745878e-07
sample	B.1.1	7.599993608960756e-07	1.9065746536633631e-06	1.3705075833542285e-06
sample	B.1.1.318	0.0004212495009451406	0.00042133700596681085	0.0001251437270058411
sample	B.1.177	0.0003727888446610688	0.0003731197744122183	0.00014447168809048668
sample	B.1.617.3	0.001027859419881783	0.0010272971167196339	0.0002450480062378582
sample	B.1.621	0.0005737169080574947	0.000579131590693017	9.96551271434024e-05
sample	B.1.623	0.00015832585722451664	0.00012095921160343993	0.00010190516506896561
sample	Beta_B.1.351	0.0005895254803141114	0.0005942360902560151	0.00011354177389686165
sample	Delta_B.1.617.2	0.9916528703161502	0.9917093680960299	0.00042068914485824126
sample	Epsilon_B.1.427_429	0.0001605169297553656	0.00013586912350279203	0.00011937109786563329
sample	Eta_B.1.525	0.000402116001159456	0.0003951191072543858	9.362613205503152e-05
sample	Gamma_P.1	0.00047384770052767103	0.0005025363988681998	0.00010056615501417593
sample	Iota_B.1.526	9.954389516068453e-05	0.00010728376884042109	0.00010485523539722389
sample	Kappa_B.1.617.1	0.0006936932555962399	0.0007040130640408474	0.00019923498081365603
sample	Lambda_C.37	0.0004828289389120535	0.0004951126239165376	0.00010644408006905837
sample	Theta_P.3	0.0003987579287815452	0.0003934104612093582	0.00011908194588988247
sample	Zeta_P.2	0.00020748998476633032	0.00017887913037258418	0.00012948372103817286
