sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0008828911132902841	0.0009018756406862519	0.0001776271296564611
sample	AV.1	0.11628542094512878	0.11647684544538986	0.0019278401445178795
sample	Alpha_B.1.1.7	0.039701662507278905	0.03960666527869383	0.002246211443175933
sample	B.1	2.5737961895836977e-08	7.771210822889227e-08	8.025049570511057e-08
sample	B.1.1	0.33593494973385	0.3358280670741221	0.0045127509094763174
sample	B.1.1.318	0.001280669635334463	0.001289842176119767	0.00029121993708186106
sample	B.1.177	0.0006918195355638983	0.0007111279177525149	0.0002449263886051887
sample	B.1.617.3	0.006927134666987654	0.006919977831038553	0.000608798676073936
sample	B.1.621	0.015552365496100187	0.015548508707650135	0.00095259433532518
sample	B.1.623	0.0034967990579270834	0.003605222137713976	0.0008321646352738047
sample	Beta_B.1.351	0.06092529257053401	0.06065371138871854	0.0018545311389421486
sample	Delta_B.1.617.2	0.18213765313502522	0.18232100372332646	0.002214379776097764
sample	Epsilon_B.1.427_429	0.00034862736098809516	0.0003306623886245022	0.0001855585978067014
sample	Eta_B.1.525	0.07913676248573924	0.07901844139964737	0.00164383190719949
sample	Gamma_P.1	0.048973769506231175	0.04895493335718663	0.0016411600410462788
sample	Iota_B.1.526	0.0007566514602030419	0.0007466743532222245	0.0002249249099308346
sample	Kappa_B.1.617.1	0.0002981117343062484	0.0002914940616813693	0.00017713305509176419
sample	Lambda_C.37	0.10326986574142102	0.10352146476078987	0.0020692842282733948
sample	Theta_P.3	0.002777721933334182	0.002660110125338814	0.0006703166352960508
sample	Zeta_P.2	0.0006218853560830373	0.0006133932516747912	0.00020691184232898502
