sample	variant_group	proportion	mean	std_error
sample	A.23.1	3.4413795130667982e-09	4.223171323126419e-09	2.1516243042875106e-09
sample	AV.1	0	2.4151702887800086e-10	1.728712657594629e-09
sample	Alpha_B.1.1.7	0.0006120623584740119	0.0006047210286950574	0.0005636917809185298
sample	B.1	0	3.4374156075068545e-10	9.301420283910937e-10
sample	B.1.1	0	2.7905886237326664e-10	7.345457476471378e-10
sample	B.1.1.318	0	7.121316255016825e-10	3.6810324646883003e-09
sample	B.1.177	0.0011816783580737501	0.0011390167216655536	0.000892197568313726
sample	B.1.617.3	0	2.1606607477143284e-11	1.3291242216519807e-10
sample	B.1.621	0.00046290435712771134	0.000465095801255737	0.0005230406847663115
sample	B.1.623	0.0006292621067385364	0.0006463746995213595	0.0006994944239269135
sample	Beta_B.1.351	0	5.4263295801971215e-11	2.347984951006839e-10
sample	Delta_B.1.617.2	3.2123698414215133e-10	5.388778649443577e-11	1.78111686882442e-10
sample	Epsilon_B.1.427_429	0	2.53176336968977e-10	7.147385640598955e-10
sample	Eta_B.1.525	5.151872214537789e-10	8.851218744315732e-11	2.879132763173429e-10
sample	Gamma_P.1	0.0005416469833985717	0.0004723615936747485	0.00048658036082487347
sample	Iota_B.1.526	0	1.1710820150727212e-10	4.0928182518842225e-10
sample	Kappa_B.1.617.1	0	2.0579569770090973e-11	1.1937206075860664e-10
sample	Lambda_C.37	0.00041577133369534637	0.00039492243398522994	0.00041885184200179384
sample	Theta_P.3	0.0008006123163085767	0.0008208147834438489	0.0008062608256471692
sample	Zeta_P.2	0	2.2111535591992626e-11	1.0668246676032798e-10
