"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.130013167083684	0.0111111111111111	0.0111111111111111	4	31	0.129032258064516
"AY.2"	"sample.freebayes.ann"	0.103687978947267	0	NA	3	29	0.103448275862069
"AY.3"	"sample.freebayes.ann"	0.100643235616103	0	NA	3	30	0.1
"AY.3.1"	"sample.freebayes.ann"	0.0953450968821601	0.0158730158730159	0.0317460317460317	3	32	0.09375
"B.1.1.7"	"sample.freebayes.ann"	0.180019011909274	0	NA	4	22	0.181818181818182
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.172192098348001	0	NA	4	23	0.173913043478261
"B.1.351"	"sample.freebayes.ann"	0.166170634920635	0	NA	3	18	0.166666666666667
"B.1.351.2"	"sample.freebayes.ann"	0.142431972789116	0	NA	3	21	0.142857142857143
"B.1.351.3"	"sample.freebayes.ann"	0.135957792207792	0	NA	3	22	0.136363636363636
"B.1.617.2"	"sample.freebayes.ann"	0.142263519702028	0.980582524271845	0.980582524271845	3	21	0.142857142857143
"P.1"	"sample.freebayes.ann"	0.172390629219552	0	NA	4	23	0.173913043478261
"P.1.1"	"sample.freebayes.ann"	0.142431972789116	0	NA	3	21	0.142857142857143
"P.1.2"	"sample.freebayes.ann"	0.172390629219552	0	NA	4	23	0.173913043478261
