sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0006117810274102365	0.0006552647182198904	0.0006070174596486331
sample	AV.1	0.03982220951879509	0.040552320501632266	0.005064026479726228
sample	Alpha_B.1.1.7	0.004173134162023581	0.003990383281498251	0.003381977859124568
sample	B.1	3.4019451940935983e-09	0.00017136530148233176	0.0010353402297595808
sample	B.1.1	0.02837355629023023	0.029235330630727526	0.014361893947085855
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0.0020772474536329562	0.0020992785622349604	0.002247508175668996
sample	B.1.617.3	0	2.1235014149201218e-14	2.112857230523653e-13
sample	B.1.621	0.0008901234889362887	0.0006464819772244749	0.0008095536876152918
sample	B.1.623	0.005931405384064391	0.00516355557134501	0.003851734507423314
sample	Beta_B.1.351	0.010677612820789604	0.010748014417769475	0.0033407181113855777
sample	Delta_B.1.617.2	0.7872733048574951	0.7864708969567411	0.009909557256485301
sample	Epsilon_B.1.427_429	0	8.197316998096904e-13	8.156227431086973e-12
sample	Eta_B.1.525	0.03495335186416852	0.03496739642581285	0.0047670252179981346
sample	Gamma_P.1	0.022120796697737317	0.02226570128112221	0.0043325515298954535
sample	Iota_B.1.526	0	1.9895385441471908e-10	7.779039546440783e-10
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.0630954798425316	0.06303401842067839	0.006851106480316502
sample	Theta_P.3	1.5781911593709914e-08	1.6820698532953566e-08	1.9984953841964737e-08
sample	Zeta_P.2	0	0.0	0.0
