sample	variant_group	proportion	mean	std_error
sample	A.23.1	1.481942451932344e-08	6.460822207322229e-09	3.1373625623020993e-09
sample	AV.1	0.00032911762986028386	0.0003358049671316024	0.00032650246410783533
sample	Alpha_B.1.1.7	0.00044606217712168657	0.0005034952042270046	0.000469371204159003
sample	B.1	0	5.550573277528328e-10	1.509534488988508e-09
sample	B.1.1	0	5.165433574729876e-10	1.5303621252843302e-09
sample	B.1.1.318	0.0008289180230366452	0.0007979217860216019	0.0006160988238959267
sample	B.1.177	0.0005198819991221989	0.0005610810000384937	0.0005570942746892854
sample	B.1.617.3	2.26466987458913e-09	6.235243028248128e-10	7.483032069976583e-10
sample	B.1.621	0.001073184305105776	0.0009980071820381447	0.0006069133598085885
sample	B.1.623	0.00047051818676639603	0.00047397512729113696	0.0004516276085668523
sample	Beta_B.1.351	0	2.508677841861659e-10	8.444237452405202e-10
sample	Delta_B.1.617.2	0	3.008784455690089e-11	1.4531743752595207e-10
sample	Epsilon_B.1.427_429	0	4.6293828328494943e-10	1.2439130787080202e-09
sample	Eta_B.1.525	0.0003233917734534935	0.00036206581147518805	0.0003139462122346242
sample	Gamma_P.1	0	8.738623858472273e-11	3.981741398778897e-10
sample	Iota_B.1.526	0	1.7342849636341102e-10	7.33514043822528e-10
sample	Kappa_B.1.617.1	0	7.098522803601757e-11	3.076228643229554e-10
sample	Lambda_C.37	0	2.4466564193335695e-10	8.809213290091486e-10
sample	Theta_P.3	0.0005548553935862604	0.0005188968630921756	0.0005916688979154026
sample	Zeta_P.2	0	1.452323070538569e-10	5.103592007656962e-10
