sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0009682471973749664	0.000993461409267818	0.00022017142179728042
sample	AV.1	0.1180629731068119	0.11835407288845279	0.0017135722841123096
sample	Alpha_B.1.1.7	0.046053224603789425	0.045969667706761114	0.002548263587449513
sample	B.1	1.4169437672091566e-07	2.6192729493346244e-07	1.6849980098088646e-07
sample	B.1.1	0.33732474449459904	0.33751235824306197	0.004828025733111129
sample	B.1.1.318	0.0008478945709440664	0.0008448129164202304	0.00023190793655472977
sample	B.1.177	0.00036685214544718113	0.000346426892052458	0.00019664314850537722
sample	B.1.617.3	0.0003657314911747912	0.0003451871928083215	0.0001642808395720127
sample	B.1.621	0.017265039498872082	0.017324581332196692	0.0009542117400412314
sample	B.1.623	0.0018640755038746694	0.001961212708679579	0.0005792355755975701
sample	Beta_B.1.351	0.04775438530774516	0.047681765180828076	0.00146516846150549
sample	Delta_B.1.617.2	0.08723656190959284	0.08712716312026003	0.0013951225133529924
sample	Epsilon_B.1.427_429	0.0005679549151573975	0.0005722662078073697	0.0001775249381176558
sample	Eta_B.1.525	0.08559932489669546	0.08546390246071887	0.0017931176312679193
sample	Gamma_P.1	0.05090546171576312	0.050931681831463294	0.0016788376507970253
sample	Iota_B.1.526	0.0005317165024537438	0.0005351757455040487	0.00023398720096746715
sample	Kappa_B.1.617.1	0.00044277916726246324	0.00045910229463452627	0.00016578862643121822
sample	Lambda_C.37	0.09535681778671014	0.09552434586809845	0.001797923105386319
sample	Theta_P.3	0.0017000546114501283	0.001648734430588908	0.00043726130216650605
sample	Zeta_P.2	0.0004992237041637203	0.000494016843213825	0.00018819655723003955
