sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0009913063838419762	0.0009836747707097292	0.00017574620774624895
sample	AV.1	0.13461427274526153	0.13476476351629096	0.0018398489986952786
sample	Alpha_B.1.1.7	0.047985851352020825	0.047804913632569807	0.002547711484542071
sample	B.1	2.924981647994864e-07	4.6889838923962276e-07	2.6984305374597085e-07
sample	B.1.1	0.3789069481758532	0.3788317265979824	0.0044103613559320475
sample	B.1.1.318	0.0009310481853208452	0.000920893517231767	0.00023910658180395158
sample	B.1.177	0.00044751609918113923	0.00043844195702090894	0.00018364723095735917
sample	B.1.617.3	0.0003286307521841568	0.00027846367517152547	0.00015036801596413475
sample	B.1.621	0.019662425357714654	0.019675854331755328	0.0009951065166582617
sample	B.1.623	0.0016000721293231172	0.0015976183661387314	0.0005539605277433815
sample	Beta_B.1.351	0.05637934896666709	0.056550060250148804	0.0019869983471441986
sample	Delta_B.1.617.2	0.09021145373031622	0.09030787629924308	0.0015764783825186173
sample	Epsilon_B.1.427_429	0.0004681093218087396	0.00043193501254810876	0.00016422614084765194
sample	Eta_B.1.525	0.09620807292676871	0.09605181059016642	0.0016829147768903918
sample	Gamma_P.1	0.05689639512845548	0.05690297982148611	0.001660835145749884
sample	Iota_B.1.526	0.000359062312504232	0.00029796670609569167	0.0002037184854598137
sample	Kappa_B.1.617.1	0.0004085744396254464	0.00043598546426682134	0.0001727033308392415
sample	Lambda_C.37	0.11104520628475689	0.11108619068474891	0.0020829157824449373
sample	Theta_P.3	0.0017930621040023556	0.0018692546028478713	0.0005230079150843185
sample	Zeta_P.2	0.0007618728017967964	0.0007683434441964218	0.00023017599887760942
