"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.43100667189932	0	NA	10	31	0.32258064516129
"AY.2"	"sample.freebayes.ann"	0.384597491397792	0.180990428293316	0.328358208955224	10	29	0.344827586206897
"AY.3"	"sample.freebayes.ann"	0.44488451557922	0	NA	10	30	0.333333333333333
"AY.3.1"	"sample.freebayes.ann"	0.417079233355518	0	NA	10	32	0.3125
"B.1.1.7"	"sample.freebayes.ann"	0.0942288405631514	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.09013193445171	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.0604281029939821	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0517955168519847	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.0823792515932318	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.461463450604148	0	NA	10	21	0.476190476190476
"P.1"	"sample.freebayes.ann"	0.0572720161828014	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0627264939144967	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0572720161828014	0	NA	1	23	0.0434782608695652
