sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0010003929053939548	0.000915549178478266	0.0009565856093425865
sample	AV.1	0.013237280822281528	0.012735709028672331	0.0028735787097644867
sample	Alpha_B.1.1.7	0.0022040078780537604	0.0028225404146488458	0.003512102474448353
sample	B.1	0	1.7124247027966402e-09	2.9939017082010424e-09
sample	B.1.1	0.014652904097508976	0.015271040832699114	0.00887658090455778
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0	0.0	0.0
sample	B.1.617.3	1.7003724585239e-08	8.406867624216781e-05	0.0004468929030957668
sample	B.1.621	0.0007932153519464102	0.0007487421446867376	0.0007219166356602396
sample	B.1.623	0.0047766697861908024	0.004665851324875077	0.0033308198621055363
sample	Beta_B.1.351	0.006953338971813887	0.007124509205005415	0.002962765671922187
sample	Delta_B.1.617.2	0.9188854372791093	0.9186425487966692	0.007016863697990532
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.014998505152261532	0.014573785010060673	0.0037244808366363926
sample	Gamma_P.1	0.006293218563405135	0.006184639848757143	0.0021549266627661845
sample	Iota_B.1.526	0	3.483381631212863e-11	2.578392341748636e-10
sample	Kappa_B.1.617.1	0.0015433818857881673	0.0016154152936317253	0.0015669169782679215
sample	Lambda_C.37	0.004224689313220617	0.004211156244179409	0.0019480723457148284
sample	Theta_P.3	0.00431627794104253	0.004374675522222695	0.004026803657826023
sample	Zeta_P.2	0.0016920162252433894	0.001661899459886537	0.0015729664767413836
