sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0005587884609156527	0.0005429020981461295	0.00013926436921647535
sample	AV.1	0.08187781849825121	0.08208604779122698	0.00143214445648236
sample	Alpha_B.1.1.7	0.005031749714548288	0.005068820248091454	0.0008254472220257009
sample	B.1	7.638514706505038e-09	2.4250565637698757e-08	3.248238276453739e-08
sample	B.1.1	0.12401359967545525	0.12408923166554515	0.00399879508536473
sample	B.1.1.318	0.0010925259286080945	0.0010640924320343519	0.00022357504654730318
sample	B.1.177	0.0011356844823861084	0.0012111284363318226	0.0003458044340511592
sample	B.1.617.3	0.0011089802217490313	0.0011087355314825884	0.00029537459625815233
sample	B.1.621	0.004005310217209621	0.00403715230322597	0.000502593407387365
sample	B.1.623	0.002366189942500854	0.0023528928015136555	0.0006146475885154447
sample	Beta_B.1.351	0.01563893606257197	0.015725664328060253	0.0008550313184877376
sample	Delta_B.1.617.2	0.5436471391539868	0.5435314873737893	0.002825044160313889
sample	Epsilon_B.1.427_429	0.0007236226093031257	0.0007179804524326387	0.0002673607842589357
sample	Eta_B.1.525	0.050252178533160045	0.05022404581253375	0.0012078558771855014
sample	Gamma_P.1	0.0416553177432971	0.04158163174818628	0.001469303042319638
sample	Iota_B.1.526	0.0007589718672879959	0.0007615484082630928	0.0003328772389365138
sample	Kappa_B.1.617.1	0.0014903227645314606	0.001531013407153664	0.0005065478845371076
sample	Lambda_C.37	0.12147699837412394	0.12127282421149033	0.0019120620184256921
sample	Theta_P.3	0.002807368610817476	0.0027182737899220156	0.0006302383636626631
sample	Zeta_P.2	0.00035920599961927757	0.0003571602209182939	0.00021476119889851967
