"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.266990243234395	0	NA	4	31	0.129032258064516
"AY.2"	"sample.freebayes.ann"	0.241499845283864	0.0881102486601208	0.0833333333333333	3	29	0.103448275862069
"AY.3"	"sample.freebayes.ann"	0.266121769016097	0	NA	4	30	0.133333333333333
"AY.3.1"	"sample.freebayes.ann"	0.249489158452591	0	NA	4	32	0.125
"B.1.1.7"	"sample.freebayes.ann"	0.12737575800416	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.121837681569196	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.115246656590031	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.098782848505741	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.102795008106036	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.285979478769893	0	NA	3	21	0.142857142857143
"P.1"	"sample.freebayes.ann"	0.103767761162259	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.113650405082474	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.103767761162259	0	NA	1	23	0.0434782608695652
