sample	variant_group	proportion	mean	std_error
sample	A.23.1	0	0.0	0.0
sample	AV.1	0.08370659259889576	0.08294655887166881	0.0067248474638051375
sample	Alpha_B.1.1.7	0.022011916725963976	0.022045944415098228	0.008485225182601398
sample	B.1	0	8.443846288750179e-11	3.0318566089457894e-10
sample	B.1.1	0.23865103126563422	0.24105958364027624	0.016981294822807278
sample	B.1.1.318	0.0012000773190774844	0.0011889465581519227	0.0012159661113921858
sample	B.1.177	0.0018244163804829886	0.0017317765521182077	0.0018887660979468126
sample	B.1.617.3	0.02124130406942957	0.02102380140863907	0.0041442115079348306
sample	B.1.621	0.008758768980407438	0.008352786255644947	0.0027872993837853677
sample	B.1.623	0.007838080084989655	0.007925118085457943	0.005588524742823824
sample	Beta_B.1.351	0.05203807782483543	0.05252727787198613	0.007670732315244838
sample	Delta_B.1.617.2	0.40701437140405483	0.40531745111549944	0.011757487995956698
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.03594977114007786	0.036625521189275555	0.005326690519618913
sample	Gamma_P.1	0.029230375205883986	0.028929176190809217	0.005650152041408522
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.08588355475920105	0.0861559647113732	0.007672560763781971
sample	Theta_P.3	0.0032263832460619384	0.002834882105185526	0.002846478380696189
sample	Zeta_P.2	0.0014252928964569804	0.0013352337214790609	0.0014487024137543646
