"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.125268817204301	0	NA	2	31	0.0645161290322581
"AY.2"	"sample.freebayes.ann"	0.110919540229885	0	NA	2	29	0.0689655172413793
"AY.3"	"sample.freebayes.ann"	0.112777777777778	0	NA	2	30	0.0666666666666667
"AY.3.1"	"sample.freebayes.ann"	0.105729166666667	0	NA	2	32	0.0625
"B.1.1.7"	"sample.freebayes.ann"	0.180272108843537	0	NA	3	21	0.142857142857143
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.172077922077922	0	NA	3	22	0.136363636363636
"B.1.351"	"sample.freebayes.ann"	0.126984126984127	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.108843537414966	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.103896103896104	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.129365079365079	0	NA	2	21	0.0952380952380952
"P.1"	"sample.freebayes.ann"	0.172077922077922	0	NA	3	22	0.136363636363636
"P.1.1"	"sample.freebayes.ann"	0.13265306122449	0	NA	2	21	0.0952380952380952
"P.1.2"	"sample.freebayes.ann"	0.172077922077922	0	NA	3	22	0.136363636363636
