sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0006697476936944166	0.0006707408801590631	0.0001633039072790743
sample	AV.1	0.0029211491903390944	0.0028744830952280335	0.00022687480060012809
sample	Alpha_B.1.1.7	0.0007266626431183357	0.0007218021144554374	0.00014459925274261135
sample	B.1	0	2.365380448954049e-08	1.4237856636526556e-07
sample	B.1.1	0	1.2190591167142947e-07	2.8466739014304605e-07
sample	B.1.1.318	0.0004257537025652522	0.00042661489929813614	0.0001234389295161497
sample	B.1.177	0.00046448407651581786	0.00044883845274374783	0.00015760097194761357
sample	B.1.617.3	0.0008590160194684214	0.0008713245728411205	0.0002082234215915329
sample	B.1.621	0.0006581733193053608	0.0006596138170147652	0.00013269193122659615
sample	B.1.623	0.00033115750362741804	0.00032202198762751793	0.00010884427374811177
sample	Beta_B.1.351	0.000737434009664215	0.0007402588210336864	0.00013812823276976907
sample	Delta_B.1.617.2	0.9845829993092247	0.9846982924969134	0.0005204853602644801
sample	Epsilon_B.1.427_429	0.00020785281277918864	0.0001796971336254222	0.00013773678089532826
sample	Eta_B.1.525	0.0011104818098481043	0.001107036020680502	0.00020180568494674615
sample	Gamma_P.1	0.0010733486578551035	0.001084067536300652	0.0001550229461037681
sample	Iota_B.1.526	0.000334929749296082	0.0003250262669519792	0.00015101605375440435
sample	Kappa_B.1.617.1	0.0006121262665715093	0.0006311281856328729	0.0001851756800531342
sample	Lambda_C.37	0.0035075480903108535	0.003460993964207792	0.00028090242717720114
sample	Theta_P.3	0.0004632399014328842	0.0004737640349638686	0.00015333004090110805
sample	Zeta_P.2	0.00031728936984220727	0.00030894432486629897	0.0001187817233270264
