"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.185894266817515	0	NA	3	31	0.0967741935483871
"AY.2"	"sample.freebayes.ann"	0.175726055333665	0.125	1	3	29	0.103448275862069
"AY.3"	"sample.freebayes.ann"	0.170251661918329	0	NA	3	30	0.1
"AY.3.1"	"sample.freebayes.ann"	0.159610933048433	0	NA	3	32	0.09375
"B.1.1.7"	"sample.freebayes.ann"	0.136363636363636	0	NA	3	22	0.136363636363636
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.130434782608696	0	NA	3	23	0.130434782608696
"B.1.351"	"sample.freebayes.ann"	0.147509578544061	0	NA	2	18	0.111111111111111
"B.1.351.2"	"sample.freebayes.ann"	0.126436781609195	0	NA	2	21	0.0952380952380952
"B.1.351.3"	"sample.freebayes.ann"	0.143416927899687	0	NA	2	22	0.0909090909090909
"B.1.617.2"	"sample.freebayes.ann"	0.163851580518247	0	NA	2	21	0.0952380952380952
"P.1"	"sample.freebayes.ann"	0.130434782608696	0	NA	3	23	0.130434782608696
"P.1.1"	"sample.freebayes.ann"	0.142857142857143	0	NA	3	21	0.142857142857143
"P.1.2"	"sample.freebayes.ann"	0.130434782608696	0	NA	3	23	0.130434782608696
