"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.218366301913363	0	NA	2	31	0.0645161290322581
"AY.2"	"sample.freebayes.ann"	0.187775314928184	0.0383190910977276	0.0507246376811594	2	29	0.0689655172413793
"AY.3"	"sample.freebayes.ann"	0.218210908471551	0	NA	2	30	0.0666666666666667
"AY.3.1"	"sample.freebayes.ann"	0.204572726692079	0	NA	2	32	0.0625
"B.1.1.7"	"sample.freebayes.ann"	0.103646014839776	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.0991396663684811	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.0940489356006186	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0806133733719588	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.0841261626206018	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.276749363442911	0.895833333333333	0.895833333333333	3	21	0.142857142857143
"P.1"	"sample.freebayes.ann"	0.0957884000383756	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.104911104803935	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0957884000383756	0	NA	1	23	0.0434782608695652
