sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0008211382196899432	0.0008417820649609961	0.00016866380397079122
sample	AV.1	0.16703921838233288	0.16718940622938067	0.0021454995755553737
sample	Alpha_B.1.1.7	0.030118147894435697	0.030523967241582205	0.0021315558301502465
sample	B.1	1.6304921668930957e-07	3.117613426560907e-07	2.410934928216036e-07
sample	B.1.1	0.4194992116433997	0.4193493458225	0.0038042626935795043
sample	B.1.1.318	0.0009151733429194653	0.0009031254031557609	0.00021690825299188794
sample	B.1.177	0.000341522897931411	0.00035286042910489553	0.00017115787933549273
sample	B.1.617.3	0.00035166659924720296	0.000369613869409244	0.00013614950726619995
sample	B.1.621	0.04217234116557518	0.042364405936645706	0.0012537313164341548
sample	B.1.623	0.0007698240314133366	0.0007563038252990412	0.0002755451147895701
sample	Beta_B.1.351	0.04211213347439203	0.04194414644448083	0.0015035998471124188
sample	Delta_B.1.617.2	0.07342794172955144	0.07343687880916089	0.001432327320842195
sample	Epsilon_B.1.427_429	0.0006119987883444261	0.0006173848684612216	0.0001908135813435565
sample	Eta_B.1.525	0.0398710082428477	0.03981223804667565	0.0013248558740631764
sample	Gamma_P.1	0.04361079548038822	0.04339275864016869	0.001371189447434287
sample	Iota_B.1.526	0.00031633706877699775	0.0003040422524395296	0.0002532728326500888
sample	Kappa_B.1.617.1	0.0003649048632917686	0.00033737435021593035	0.00015530044666658112
sample	Lambda_C.37	0.13552909095842086	0.13541115342620766	0.002138535714210845
sample	Theta_P.3	0.0012661558091750388	0.0012523028782498674	0.0003550108831961147
sample	Zeta_P.2	0.0008605373233203414	0.000839362817813768	0.00030843133165575274
