sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0006703171718492097	0.0006305733687780339	0.0006922899105023106
sample	AV.1	0.11419352274101881	0.11414823237367139	0.0076055144588007
sample	Alpha_B.1.1.7	0.02759856284726365	0.028015912747153475	0.011510544378888411
sample	B.1	0	2.157290792967633e-10	4.882489582968208e-10
sample	B.1.1	0.315890605431003	0.31356242416721497	0.019584887326937375
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0	0.0	0.0
sample	B.1.617.3	0.009029162934472635	0.009030043057174109	0.002562812645483376
sample	B.1.621	0.012557311835211353	0.012875613465767382	0.003467830881738863
sample	B.1.623	8.284966432667586e-09	1.4321837972298977e-08	1.3959965387195197e-08
sample	Beta_B.1.351	0.049266970165334135	0.04989647330840957	0.006828082659824471
sample	Delta_B.1.617.2	0.19301113661412492	0.19342613896069769	0.010659394612141224
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.11075907927717926	0.1109561026185767	0.00868914446050784
sample	Gamma_P.1	0.06409056531069748	0.06518992165891066	0.007282116612401957
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0.0031977123940708555	0.0033861311125984593	0.002078553067844059
sample	Lambda_C.37	0.09725648975762649	0.09624183627758795	0.008925139153500246
sample	Theta_P.3	0.0024785646853316716	0.002640600688056355	0.002486357772455263
sample	Zeta_P.2	1.0330688452907533e-09	1.4726591477816353e-09	2.292742462413925e-09
