"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.36817000993946	0	NA	9	31	0.290322580645161
"AY.2"	"sample.freebayes.ann"	0.260658746257123	0.166666666666667	0.166666666666667	6	29	0.206896551724138
"AY.3"	"sample.freebayes.ann"	0.379265873015873	0	NA	9	30	0.3
"AY.3.1"	"sample.freebayes.ann"	0.355561755952381	0	NA	9	32	0.28125
"B.1.1.7"	"sample.freebayes.ann"	0.106060606060606	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.101449275362319	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.0760348583877996	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0651727357609711	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.107664884135472	0	NA	2	22	0.0909090909090909
"B.1.617.2"	"sample.freebayes.ann"	0.310657596371882	0.333333333333333	0.333333333333333	6	21	0.285714285714286
"P.1"	"sample.freebayes.ann"	0.0579710144927536	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0634920634920635	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0579710144927536	0	NA	1	23	0.0434782608695652
