sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.000540650237406878	0.0005177625713831752	0.00010625931346188184
sample	AV.1	0.0024882060951299705	0.002562602366361452	0.00019446934064500717
sample	Alpha_B.1.1.7	0.0005580361294006995	0.0005584048340683799	0.00010426601244792833
sample	B.1	0	0.0	0.0
sample	B.1.1	0	0.0	0.0
sample	B.1.1.318	0.0001895164328218902	0.00018414098036362427	0.00012044856041888252
sample	B.1.177	4.419626965914845e-05	7.333556795851918e-05	7.70030469682014e-05
sample	B.1.617.3	6.174817260686361e-05	8.528628115746548e-05	9.683159354071321e-05
sample	B.1.621	0.0003322817638652593	0.00032913342828402544	0.00010434168577159784
sample	B.1.623	0.00016903520605420023	0.00015178267328390684	0.00011357895458928452
sample	Beta_B.1.351	0.000274514537535742	0.00024943790359521637	0.00012378977167115505
sample	Delta_B.1.617.2	0.9936717599820039	0.9936487365333576	0.00034781314771626065
sample	Epsilon_B.1.427_429	0.0004693987509295389	0.00044329339745997545	0.00014803257092747777
sample	Eta_B.1.525	3.875165299650561e-05	3.772060152338284e-05	2.772027996505277e-05
sample	Gamma_P.1	0.00040211844094289437	0.0003944814677558175	0.00010371547775568394
sample	Iota_B.1.526	0	1.8810687425035942e-09	1.871639767125023e-08
sample	Kappa_B.1.617.1	0.00048795348518352694	0.0005045215323861809	0.00017368655472998373
sample	Lambda_C.37	0.0003361045699817329	0.0003069312140319589	0.00010982305241291427
sample	Theta_P.3	3.680903223264123e-05	4.1204724832287074e-05	3.840428284225875e-05
sample	Zeta_P.2	2.3044253635535556e-05	2.0704355906945032e-05	1.960500385641981e-05
