sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.000804945504910188	0.0008041481282652546	0.00015888043282933988
sample	AV.1	0.14242470602672883	0.14210085648785623	0.001859193804686028
sample	Alpha_B.1.1.7	0.02160420526182998	0.021399429764124057	0.0018460766589325857
sample	B.1	6.12263361119427e-08	2.2036592195267104e-07	1.1727859228946118e-07
sample	B.1.1	0.3798998495087868	0.3803748310569629	0.004543579662386604
sample	B.1.1.318	0.002413849459488206	0.0023869281661709958	0.000321277962059096
sample	B.1.177	0.000589483460900223	0.0005866652115437778	0.00020626106716225683
sample	B.1.617.3	0.028615591387702956	0.028799658767180915	0.0009017132349086564
sample	B.1.621	0.004433153424558231	0.004401415150615907	0.00047356049630995574
sample	B.1.623	0.0010960727771641542	0.00112354311957817	0.0004218773634353555
sample	Beta_B.1.351	0.09806006986180761	0.0982193095632796	0.002340479672133013
sample	Delta_B.1.617.2	0.07508928452432265	0.07508509664403612	0.0016593408816077508
sample	Epsilon_B.1.427_429	0.0005529084666800424	0.0005442014910302981	0.00017631632283923173
sample	Eta_B.1.525	0.02170729913933596	0.021714608875736494	0.0010406966650919423
sample	Gamma_P.1	0.05572138025673778	0.055592413215113	0.0020864120629392148
sample	Iota_B.1.526	0.0003115920828352967	0.0002575405901719261	0.00017032272939861642
sample	Kappa_B.1.617.1	0.0001696077410663786	0.00012154136961622842	0.0001200762065753262
sample	Lambda_C.37	0.16309579607937424	0.16308041210389018	0.0022786112422966648
sample	Theta_P.3	0.002550662249501728	0.002578632097641678	0.0005407311117867402
sample	Zeta_P.2	0.0008593693122181343	0.0008281857439487926	0.00024926391462170715
