sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0004170038990046228	0.0004985052422577329	0.0005001651806705968
sample	AV.1	0.0018761454978034914	0.0018836964944308836	0.0006912068372161285
sample	Alpha_B.1.1.7	0	3.155024417376155e-12	3.139209659053898e-11
sample	B.1	0	6.08794658576491e-11	6.057430370612224e-10
sample	B.1.1	0	1.5044567576973243e-12	1.496915573578996e-11
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0.000678864302936232	0.0006294061591586308	0.0005985126989775005
sample	B.1.617.3	0	0.00025440811136097954	0.000756776116228199
sample	B.1.621	0.0008043873285150933	0.0008693598702050691	0.0005817270873376113
sample	B.1.623	0	0.0	0.0
sample	Beta_B.1.351	0	0.0	0.0
sample	Delta_B.1.617.2	0.9925314178137692	0.9924250569230185	0.0018137181252997879
sample	Epsilon_B.1.427_429	7.831246827209525e-10	1.5577279603146904e-08	7.495077881680951e-08
sample	Eta_B.1.525	0	0.0	0.0
sample	Gamma_P.1	0	1.7381368981755805e-11	1.3325453973674798e-10
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0.0022739650928979426	0.0020243044403480195	0.0016136726275160957
sample	Lambda_C.37	0.0003755485062169298	0.00037352914385763603	0.000358436121038138
sample	Theta_P.3	0.00045347816452380425	0.0004875002896744251	0.0004740633771708472
sample	Zeta_P.2	0.0005892045952450396	0.0005543393839529335	0.0005147910105901936
