"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.129057215411716	0	NA	4	31	0.129032258064516
"AY.2"	"sample.freebayes.ann"	0.103474954405628	0	NA	3	29	0.103448275862069
"AY.3"	"sample.freebayes.ann"	0.100025789258774	0	NA	3	30	0.1
"AY.3.1"	"sample.freebayes.ann"	0.0937741774301004	0	NA	3	32	0.09375
"B.1.1.7"	"sample.freebayes.ann"	0.239621001413506	0	NA	5	21	0.238095238095238
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.228729137712892	0	NA	5	22	0.227272727272727
"B.1.351"	"sample.freebayes.ann"	0.22311041145404	0	NA	4	18	0.222222222222222
"B.1.351.2"	"sample.freebayes.ann"	0.191237495532034	0	NA	4	21	0.19047619047619
"B.1.351.3"	"sample.freebayes.ann"	0.18254488209876	0	NA	4	22	0.181818181818182
"B.1.617.2"	"sample.freebayes.ann"	0.142893984655391	1	1	3	21	0.142857142857143
"P.1"	"sample.freebayes.ann"	0.226416590037099	0	NA	5	22	0.227272727272727
"P.1.1"	"sample.freebayes.ann"	0.189969604863222	0	NA	4	21	0.19047619047619
"P.1.2"	"sample.freebayes.ann"	0.226416590037099	0	NA	5	22	0.227272727272727
