sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0010837067028194886	0.0009254325103468559	0.0007073696602365022
sample	AV.1	0.004664341099245005	0.004365925397766022	0.0015089936848225861
sample	Alpha_B.1.1.7	0.0015979351498822015	0.0015896742424945925	0.0010255094181553116
sample	B.1	0	0.0002382228842046194	0.0008650668560328939
sample	B.1.1	0	8.943267822525416e-10	2.5342110071027307e-09
sample	B.1.1.318	0	3.107818187830552e-10	1.5421585267558922e-09
sample	B.1.177	0	1.4265286370798986e-10	3.6359579356048043e-10
sample	B.1.617.3	0	2.458811915103286e-06	2.4438663420497197e-05
sample	B.1.621	0.0005281112092226092	0.0005247961161046376	0.0005145803933770702
sample	B.1.623	0.0010050369459792376	0.0009519110275091304	0.0009487070141975463
sample	Beta_B.1.351	0.0017725979767592673	0.0020147165410455085	0.0013509819258526073
sample	Delta_B.1.617.2	0.9847092142684909	0.9846492907149087	0.0022898016778819434
sample	Epsilon_B.1.427_429	0	1.2744780422539626e-10	3.436537549297757e-10
sample	Eta_B.1.525	0	1.7344197235210907e-10	4.737156263322236e-10
sample	Gamma_P.1	0.0006980183857490717	0.0006390504086736371	0.0006220320460417212
sample	Iota_B.1.526	0	0.0001062499891499273	0.00066161686537138
sample	Kappa_B.1.617.1	0	4.122414185347686e-10	8.560225049074006e-10
sample	Lambda_C.37	0.000861537503726895	0.0008721132552011738	0.0008613869336107663
sample	Theta_P.3	0.003079531380630883	0.0031202941931160787	0.0016733192748122976
sample	Zeta_P.2	0	1.7766449671434286e-10	4.694260648682239e-10
