"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.479386667967941	0	NA	11	31	0.354838709677419
"AY.2"	"sample.freebayes.ann"	0.42255192441061	0.190360615909795	0.222222222222222	11	29	0.379310344827586
"AY.3"	"sample.freebayes.ann"	0.494383519164356	0	NA	11	30	0.366666666666667
"AY.3.1"	"sample.freebayes.ann"	0.463484549216584	0	NA	11	32	0.34375
"B.1.1.7"	"sample.freebayes.ann"	0.0948051948051948	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.0906832298136646	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.0619553009883199	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0531045437042742	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.0854500590973954	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.509601892788279	0	NA	11	21	0.523809523809524
"P.1"	"sample.freebayes.ann"	0.0523200584581659	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0573029211684674	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0523200584581659	0	NA	1	23	0.0434782608695652
