"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.473715035690257	0	NA	12	31	0.387096774193548
"AY.2"	"sample.freebayes.ann"	0.461096487713248	0.212600015828796	0.207373271889401	12	29	0.413793103448276
"AY.3"	"sample.freebayes.ann"	0.489505536879932	0	NA	12	30	0.4
"AY.3.1"	"sample.freebayes.ann"	0.458911440824936	0	NA	12	32	0.375
"B.1.1.7"	"sample.freebayes.ann"	0.0459770114942529	0	NA	1	22	0.0454545454545455
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.0439780109945028	0	NA	1	23	0.0434782608695652
"B.1.351"	"sample.freebayes.ann"	0.0561941251596424	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0481663929939792	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.0811882790998867	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.595822278967793	0.841269841269841	0.841269841269841	13	21	0.619047619047619
"P.1"	"sample.freebayes.ann"	0.044508233688034	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0487471130868944	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.044508233688034	0	NA	1	23	0.0434782608695652
