sample	variant_group	proportion	mean	std_error
sample	A.23.1	0	0.0	0.0
sample	AV.1	0.08292947862592841	0.08281317754123388	0.007221178018693257
sample	Alpha_B.1.1.7	0.019465584277551205	0.018478312526874426	0.007835149843900078
sample	B.1	0	5.087322564064818e-12	4.11367506096696e-11
sample	B.1.1	0.24421747574790784	0.2428530472098423	0.022747605591975688
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0	0.0	0.0
sample	B.1.617.3	0	0.0	0.0
sample	B.1.621	0.008002216991881696	0.008106930310632244	0.0029459772621671593
sample	B.1.623	4.5574213359594985e-09	4.605076200467532e-09	4.360987311736062e-09
sample	Beta_B.1.351	0.03873838116225688	0.03959869281730684	0.006177808517020199
sample	Delta_B.1.617.2	0.3157646164212873	0.31557692458812686	0.011353863525238714
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.05970842098819794	0.05892081114105456	0.006949814256503975
sample	Gamma_P.1	0.04675276941462184	0.047172017966852865	0.00675842404567346
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.07725876258704678	0.07878954751048846	0.008051843541933758
sample	Theta_P.3	1.0031394324732716e-08	1.061070539542628e-08	7.624735239514066e-09
sample	Zeta_P.2	0	0.0	0.0
