sample	variant_group	proportion	mean	std_error
sample	A.23.1	0	0.0	0.0
sample	AV.1	0.07844811770323624	0.0784187592428689	0.006594402437427536
sample	Alpha_B.1.1.7	0.01909037772456211	0.018694836628967558	0.009889346189320346
sample	B.1	0	1.0924807547210259e-10	2.583060447115044e-10
sample	B.1.1	0.18995520648518036	0.18924399860306843	0.021085888421902867
sample	B.1.1.318	0.0010791169039932836	0.0011913478932779839	0.0010245194369696271
sample	B.1.177	0.0018318123457959207	0.0018258476649038174	0.0019095021026655828
sample	B.1.617.3	0.025515542625629897	0.025450509714424006	0.005546591869175804
sample	B.1.621	0.00719697569173461	0.006816497983251948	0.002533998498605482
sample	B.1.623	0.0003847806579334744	0.0019016303629868045	0.0027827292011332705
sample	Beta_B.1.351	0.04636734066584993	0.047027696562932035	0.007669426564014337
sample	Delta_B.1.617.2	0.34110892459269904	0.34156475001525477	0.012968426660598279
sample	Epsilon_B.1.427_429	0.0014360038098136902	0.0014363773373406003	0.0013713962457452525
sample	Eta_B.1.525	0.04807101679111322	0.04837289175771641	0.006231967907629746
sample	Gamma_P.1	0.04064341730051817	0.040833887301756716	0.00651234125873775
sample	Iota_B.1.526	0.0053886318877762705	0.004276896568405911	0.004222102110086311
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.07277170619841121	0.07324164934330984	0.007660767407827523
sample	Theta_P.3	6.334650161918449e-09	6.133426266593225e-09	3.544823877502715e-09
sample	Zeta_P.2	0	0.0	0.0
