sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0006708043557665993	0.0006313421925593648	0.0006802934533819031
sample	AV.1	0.13265986100911678	0.1318607019345306	0.008657614037081436
sample	Alpha_B.1.1.7	0.015700182371699966	0.01489358515212172	0.008712443081781415
sample	B.1	0	2.3678604907685902e-11	1.5526281640836962e-10
sample	B.1.1	0.3040463880004417	0.30602315217625786	0.018132485452928056
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0	0.0	0.0
sample	B.1.617.3	0	0.0	0.0
sample	B.1.621	0.023842612633216933	0.024174536117658314	0.00540881837639032
sample	B.1.623	0.002376116483791646	0.0018047891074888848	0.0020874927604911625
sample	Beta_B.1.351	0.032891915192185574	0.03400171226614309	0.006064620998401624
sample	Delta_B.1.617.2	0.34258013102435486	0.3414672604820875	0.01196567711953656
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.04172247368349122	0.041760009898297874	0.005787895882264822
sample	Gamma_P.1	0.027618388805417577	0.028093063781911346	0.005232254287998304
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.07589116986147305	0.0752898763912548	0.007586723187966162
sample	Theta_P.3	3.0665895064929196e-09	1.8570777071479736e-09	2.0171133947027963e-09
sample	Zeta_P.2	0	0.0	0.0
