sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0007455276115851415	0.0007583263609450731	0.00018574020928535158
sample	AV.1	0.029842185587583857	0.029908749248053798	0.0009298401691036611
sample	Alpha_B.1.1.7	0.011141142290675275	0.010951547433876628	0.0014730589609060376
sample	B.1	1.0180490547510834e-09	2.1105586099976415e-08	3.8933880238109946e-08
sample	B.1.1	0.05580643696076989	0.05605347671018235	0.002966296242102697
sample	B.1.1.318	0.000933795031849833	0.0008852830105147258	0.00024100013125845834
sample	B.1.177	0.0005398311146776146	0.0005454279736204473	0.00025810538513803085
sample	B.1.617.3	0.0008493320360349484	0.0007758470951344857	0.0002263238417184858
sample	B.1.621	0.0035054521540362825	0.003503069631661781	0.0004237992799827273
sample	B.1.623	0.0018800354021094043	0.001762094600211041	0.000593335011233675
sample	Beta_B.1.351	0.016895884408657094	0.016900094106865642	0.000931791551243166
sample	Delta_B.1.617.2	0.8009125849021437	0.8009086009303479	0.0021384118457243137
sample	Epsilon_B.1.427_429	0.001176028795120268	0.0011938597196634842	0.0003264243508063263
sample	Eta_B.1.525	0.02948462819937755	0.029425293279934806	0.0009263784526658878
sample	Gamma_P.1	0.014769908421701472	0.014888648134310662	0.00083672586056397
sample	Iota_B.1.526	0.00040862850156205227	0.0003966266495675269	0.0002129075520754615
sample	Kappa_B.1.617.1	0.0006909909546114541	0.0006797888186411663	0.00027377141024753
sample	Lambda_C.37	0.027301257546960216	0.027271995976679765	0.0010798159356702535
sample	Theta_P.3	0.002518217690730692	0.0025716022067314515	0.0008115249219394896
sample	Zeta_P.2	0.0005981616626729777	0.0006159562539063721	0.00021831098880440602
