sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0006372842701555521	0.0006170809261753537	0.0007146521550610485
sample	AV.1	0.1738838883079689	0.17295443105766506	0.009249311296765783
sample	Alpha_B.1.1.7	0.0334764558681361	0.033601736491359085	0.008621685343457244
sample	B.1	0	0.0	0.0
sample	B.1.1	0.43669300889830986	0.43600830678068125	0.01811941395965319
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0	0.0	0.0
sample	B.1.617.3	0	0.0	0.0
sample	B.1.621	0.035874093420674526	0.03662962179469587	0.007333279422814778
sample	B.1.623	0.002211877331838672	0.002689514783035286	0.0023548208939924158
sample	Beta_B.1.351	0.03947140642118882	0.0395870160383449	0.006922992294605218
sample	Delta_B.1.617.2	0.058351624169598826	0.0592350854997528	0.006448021448547128
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.041594905081505866	0.04141116347231951	0.004924518434278258
sample	Gamma_P.1	0.03973589044994396	0.039417475032623425	0.006970101453273222
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.13806960753861494	0.13784860207723876	0.010037357154791352
sample	Theta_P.3	6.675860057616435e-10	6.096752569125528e-10	8.836205830993538e-10
sample	Zeta_P.2	0	0.0	0.0
