"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.129032258064516	0	NA	4	31	0.129032258064516
"AY.2"	"sample.freebayes.ann"	0.103448275862069	0	NA	3	29	0.103448275862069
"AY.3"	"sample.freebayes.ann"	0.1	0	NA	3	30	0.1
"AY.3.1"	"sample.freebayes.ann"	0.09375	0	NA	3	32	0.09375
"B.1.1.7"	"sample.freebayes.ann"	0.0909090909090909	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.0869565217391304	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.113756613756614	0	NA	2	18	0.111111111111111
"B.1.351.2"	"sample.freebayes.ann"	0.0975056689342404	0	NA	2	21	0.0952380952380952
"B.1.351.3"	"sample.freebayes.ann"	0.0930735930735931	0	NA	2	22	0.0909090909090909
"B.1.617.2"	"sample.freebayes.ann"	0.0952380952380952	0	NA	2	21	0.0952380952380952
"P.1"	"sample.freebayes.ann"	0.0956521739130435	0	NA	2	23	0.0869565217391304
"P.1.1"	"sample.freebayes.ann"	0.104761904761905	0	NA	2	21	0.0952380952380952
"P.1.2"	"sample.freebayes.ann"	0.0956521739130435	0	NA	2	23	0.0869565217391304
