sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0009667027289192431	0.00098340473766877	0.00016822397640110318
sample	AV.1	0.13308755190386565	0.13321146862367345	0.0018180931535381258
sample	Alpha_B.1.1.7	0.04269938804086189	0.04246883286200988	0.0023592681803247433
sample	B.1	1.8501485635862135e-08	9.882800024578502e-08	1.0461100252364028e-07
sample	B.1.1	0.3766808380692932	0.37721611057378174	0.004506822000423705
sample	B.1.1.318	0.0023075648436146627	0.0023116817908602175	0.00034506810177750913
sample	B.1.177	0.00041106818588961945	0.00041085758840296187	0.00020399086652849737
sample	B.1.617.3	0.010130424034859725	0.010190649856292254	0.0005366687067317607
sample	B.1.621	0.01293539241913997	0.01281570265596372	0.0010596503193099297
sample	B.1.623	0.002075001839766196	0.0020503067994180305	0.0006342508034689748
sample	Beta_B.1.351	0.06797895225180768	0.06797089166146154	0.002106453009437968
sample	Delta_B.1.617.2	0.08557113075955344	0.08532043925316009	0.0016973083373240634
sample	Epsilon_B.1.427_429	0.0006449425260341188	0.0006207950831103462	0.0002016352851987311
sample	Eta_B.1.525	0.07609138912056264	0.07606230435779258	0.0018080240443655792
sample	Gamma_P.1	0.05266749910418157	0.05267691877231418	0.0015885900845003813
sample	Iota_B.1.526	0.00034368112522639943	0.0003373527057557516	0.00021240364846902357
sample	Kappa_B.1.617.1	0.0003832180862660117	0.0003870482966736549	0.00014286799548787283
sample	Lambda_C.37	0.1323101038739169	0.13222932900508086	0.0023909365956823535
sample	Theta_P.3	0.002294938292746339	0.0023497950629445914	0.0004859416909561295
sample	Zeta_P.2	0.00042020987361985376	0.0003859879605000445	0.0001962752091683655
