sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.000988624932588201	0.0010390489227368968	0.0010564998194418375
sample	AV.1	0.09079566071905498	0.09102457449796476	0.00837156964415892
sample	Alpha_B.1.1.7	0.01110200563877999	0.01106677361393043	0.0054131802455098365
sample	B.1	0	9.294756035774438e-11	2.693532676800641e-10
sample	B.1.1	0.25901318486813557	0.26361077124157456	0.022873111088080388
sample	B.1.1.318	0.003015889358731992	0.0030188444799412128	0.0015567712754866148
sample	B.1.177	0.002439166222249004	0.0022927211971823925	0.002423532493836672
sample	B.1.617.3	0.03969871909951652	0.03887747653561553	0.005812510823235401
sample	B.1.621	0.0012225094916630515	0.0010951071177065868	0.0012144811440274934
sample	B.1.623	7.326340041309318e-09	1.3591019335065928e-08	1.1638266235817328e-08
sample	Beta_B.1.351	0.08658348378743003	0.08578545602833279	0.010015543436687724
sample	Delta_B.1.617.2	0.14876468274696883	0.1478878502546602	0.00889010637882692
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.006273656841532154	0.006600982497458282	0.0024017975060473483
sample	Gamma_P.1	0.04684352249599972	0.04544630095535701	0.00848653906250422
sample	Iota_B.1.526	0.0019416066843181798	0.0022270315859990687	0.002006949294642613
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.15949414359028327	0.15785221304602579	0.009318376033152099
sample	Theta_P.3	0.008714119886340922	0.00867760091921573	0.004826776311390436
sample	Zeta_P.2	0	8.341349109893457e-11	6.80564459812608e-10
