"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.341437918017704	0	NA	4	31	0.129032258064516
"AY.2"	"sample.freebayes.ann"	0.270540916195171	0.0347222222222222	0.111111111111111	4	29	0.137931034482759
"AY.3"	"sample.freebayes.ann"	0.348987764327107	0	NA	4	30	0.133333333333333
"AY.3.1"	"sample.freebayes.ann"	0.327176029056663	0	NA	4	32	0.125
"B.1.1.7"	"sample.freebayes.ann"	0.104707792207792	0	NA	2	22	0.0909090909090909
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.100155279503106	0	NA	2	23	0.0869565217391304
"B.1.351"	"sample.freebayes.ann"	0.0857507754059478	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0735006646336696	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.100462755635169	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.35490315538793	0	NA	4	21	0.19047619047619
"P.1"	"sample.freebayes.ann"	0.105590062111801	0	NA	2	23	0.0869565217391304
"P.1.1"	"sample.freebayes.ann"	0.115646258503401	0	NA	2	21	0.0952380952380952
"P.1.2"	"sample.freebayes.ann"	0.105590062111801	0	NA	2	23	0.0869565217391304
