sample	variant_group	proportion	mean	std_error
sample	A.23.1	0	0.0	0.0
sample	AV.1	0.14697017838732135	0.14689442614304282	0.008085341860051321
sample	Alpha_B.1.1.7	0.011437805820513538	0.011605586502862301	0.006396907290704802
sample	B.1	0	0.0	0.0
sample	B.1.1	0.39546925710827235	0.3955180809332187	0.016811230979188893
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0	0.0	0.0
sample	B.1.617.3	0.024780640254706766	0.02471382342329815	0.0037417192098857088
sample	B.1.621	0.007830691435356935	0.007624347575272804	0.0026821301075252773
sample	B.1.623	4.560951035924802e-09	7.737850414508763e-09	5.797064137258775e-09
sample	Beta_B.1.351	0.09497409072314995	0.09486471931134681	0.010199341510627768
sample	Delta_B.1.617.2	0.06471640243415651	0.06414763741898859	0.005423611288572015
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.016318532921152165	0.015643321353069523	0.003330883456209866
sample	Gamma_P.1	0.04874752019077625	0.04895888722324084	0.007904261021030328
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.18322833813404824	0.18417504894064088	0.010191683892690005
sample	Theta_P.3	0.005102060424342833	0.004858463758893047	0.0032159843161759013
sample	Zeta_P.2	0	0.0	0.0
