sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.0012502685772882655	0.0013212274750412597	0.0008921897479109744
sample	AV.1	0.16350753479974278	0.16306656909227954	0.009164460384131034
sample	Alpha_B.1.1.7	0.044143070393050786	0.04409147884153456	0.009960796036674158
sample	B.1	0	0.0	0.0
sample	B.1.1	0.395700085374122	0.40043927217898223	0.017538031533233876
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0	0.0	0.0
sample	B.1.617.3	0	0.0	0.0
sample	B.1.621	0.03626534984364751	0.0351209121693804	0.005363622475783422
sample	B.1.623	0.0017487444152968954	0.0016026468751404372	0.0017461470284062237
sample	Beta_B.1.351	0.04568938738830339	0.044807422750664384	0.006643523760646553
sample	Delta_B.1.617.2	0.06764275060138474	0.06842504143964781	0.006514273835813958
sample	Epsilon_B.1.427_429	0	0.0	0.0
sample	Eta_B.1.525	0.038281763006371455	0.03841562429263677	0.005816522951808696
sample	Gamma_P.1	0.048261761953708494	0.04856649509821703	0.00696762362667759
sample	Iota_B.1.526	0	0.0	0.0
sample	Kappa_B.1.617.1	0	0.0	0.0
sample	Lambda_C.37	0.1540156215281326	0.15065416024665015	0.010271741068959714
sample	Theta_P.3	0.001793983681513481	0.0016986831392185064	0.0020422538715488287
sample	Zeta_P.2	0.0016997005423449814	0.001790499247051199	0.001594150590723243
