"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.348462351969141	0	NA	3	31	0.0967741935483871
"AY.2"	"sample.freebayes.ann"	0.287886106007568	0.105379604672058	0.185714285714286	3	29	0.103448275862069
"AY.3"	"sample.freebayes.ann"	0.35720242995735	0	NA	3	30	0.1
"AY.3.1"	"sample.freebayes.ann"	0.33524492514384	0.00588235294117647	0.0117647058823529	3	32	0.09375
"B.1.1.7"	"sample.freebayes.ann"	0.0848974719681935	0	NA	1	22	0.0454545454545455
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.0812062775347938	0	NA	1	23	0.0434782608695652
"B.1.351"	"sample.freebayes.ann"	0.0647926970314729	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0555365974555482	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.0770570024460404	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.395274102701121	0.88135593220339	0.88135593220339	4	21	0.19047619047619
"P.1"	"sample.freebayes.ann"	0.0469568927932023	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0514289778211263	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0469568927932023	0	NA	1	23	0.0434782608695652
