"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.116123949263028	0	NA	1	31	0.032258064516129
"AY.2"	"sample.freebayes.ann"	0.119413457327739	0.0263812225636192	0.037037037037037	1	29	0.0344827586206897
"AY.3"	"sample.freebayes.ann"	0.105641248164915	0	NA	1	30	0.0333333333333333
"AY.3.1"	"sample.freebayes.ann"	0.0990386701546077	0	NA	1	32	0.03125
"B.1.1.7"	"sample.freebayes.ann"	0.0739924776630748	0	NA	1	22	0.0454545454545455
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.0707754134168542	0	NA	1	23	0.0434782608695652
"B.1.351"	"sample.freebayes.ann"	0.069959795048763	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0599655386132254	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.0589993631044131	0	NA	1	22	0.0454545454545455
"B.1.617.2"	"sample.freebayes.ann"	0.179322854487311	0.944444444444444	0.944444444444444	2	21	0.0952380952380952
"P.1"	"sample.freebayes.ann"	0.0680658014754125	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0745482587587851	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0680658014754125	0	NA	1	23	0.0434782608695652
