"lineage"	"sample"	"meanAF"	"meanAF_uniq"	"minAF_uniq_nonzero"	"N"	"lineage N. rules"	"lineage prop."
"AY.1"	"sample.freebayes.ann"	0.507330911186343	0	NA	13	31	0.419354838709677
"AY.2"	"sample.freebayes.ann"	0.444053403616749	0.1402215395442	0.264367816091954	12	29	0.413793103448276
"AY.3"	"sample.freebayes.ann"	0.524241941559221	0	NA	13	30	0.433333333333333
"AY.3.1"	"sample.freebayes.ann"	0.491476820211769	0	NA	13	32	0.40625
"B.1.1.7"	"sample.freebayes.ann"	0.045159386068477	0	NA	1	22	0.0454545454545455
"B.1.1.7+S_E484K"	"sample.freebayes.ann"	0.0431959345002823	0	NA	1	23	0.0434782608695652
"B.1.351"	"sample.freebayes.ann"	0.0545634920634921	0	NA	1	18	0.0555555555555556
"B.1.351.2"	"sample.freebayes.ann"	0.0467687074829932	0	NA	1	21	0.0476190476190476
"B.1.351.3"	"sample.freebayes.ann"	0.0830135773317592	0	NA	2	22	0.0909090909090909
"B.1.617.2"	"sample.freebayes.ann"	0.601862367707879	0.883333333333333	0.883333333333333	13	21	0.619047619047619
"P.1"	"sample.freebayes.ann"	0.0427018633540373	0	NA	1	23	0.0434782608695652
"P.1.1"	"sample.freebayes.ann"	0.0467687074829932	0	NA	1	21	0.0476190476190476
"P.1.2"	"sample.freebayes.ann"	0.0427018633540373	0	NA	1	23	0.0434782608695652
