sample	variant_group	proportion	mean	std_error
sample	A.23.1	0.001676037258378708	0.0016872002780416785	0.0010857646763987806
sample	AV.1	0.09429114322640847	0.09447584404470222	0.006489726869739825
sample	Alpha_B.1.1.7	0.02074513264659632	0.019842806124044644	0.006543348391322652
sample	B.1	2.2667255106014576e-09	2.5259737367090477e-09	2.1798936212539276e-09
sample	B.1.1	0.22921111754245885	0.2298035683475927	0.016990730339281487
sample	B.1.1.318	0	0.0	0.0
sample	B.1.177	0	0.0	0.0
sample	B.1.617.3	0	0.0	0.0
sample	B.1.621	0.006229856983646034	0.005157853803227764	0.0032591790386644736
sample	B.1.623	2.2485277452376564e-07	0.0020631952587962395	0.0037603349566014735
sample	Beta_B.1.351	0.025769929106175645	0.025805054427510198	0.005241136124880373
sample	Delta_B.1.617.2	0.30314148421578113	0.30296455914470216	0.010237441038102231
sample	Epsilon_B.1.427_429	2.3023191938465242e-10	2.7980184408005233e-10	1.0381850247109911e-09
sample	Eta_B.1.525	0.07484344463022986	0.07402155199018653	0.006343680056343722
sample	Gamma_P.1	0.05956208386189157	0.0593158041361729	0.0069287956464965375
sample	Iota_B.1.526	0	4.0941714820510026e-10	1.0501868712277393e-09
sample	Kappa_B.1.617.1	0	5.04652585844177e-11	2.4498634409776676e-10
sample	Lambda_C.37	0.1845295273993611	0.18483234092293405	0.010635092745196325
sample	Theta_P.3	3.6811338781648297e-08	3.0237633635116068e-05	0.00030044961576735485
sample	Zeta_P.2	0	0.0	0.0
